39.87,116.43,251
39.88,116.43,252
39.86,116.43,253
39.86,116.42,254
39.89,116.46,255
39.88,116.46,256
39.9,116.42,257
40.0,116.34,258
40.0,116.44,259
40.01,116.45,260
40.01,116.47,261
40.01,116.48,262
40.01,116.46,263
40.02,116.45,264
40.03,116.46,265
40.03,116.47,266
40.04,116.47,267
40.05,116.48,268
40.06,116.48,269
40.08,116.48,270
40.09,116.48,271
40.11,116.48,272
40.12,116.48,273
40.14,116.48,274
40.16,116.48,275
40.17,116.48,276
40.18,116.48,277
40.2,116.49,278
40.21,116.5,279
40.21,116.49,280
40.19,116.48,281
40.15,116.48,282
40.1,116.48,283
40.09,116.47,284
40.1,116.49,285
40.11,116.49,286
40.12,116.49,287
40.13,116.49,288
40.04,116.48,289
39.98,116.37,290
39.98,116.38,291
39.97,116.38,292
39.95,116.46,293
39.91,116.43,294
39.96,116.35,295
39.98,116.35,296
40.01,116.34,297
40.02,116.34,298
40.02,116.35,299
40.03,116.34,300
40.04,116.34,301
40.04,116.33,302
40.05,116.33,303
40.05,116.32,304
40.06,116.32,305
40.07,116.31,306
40.08,116.3,307
40.09,116.3,308
40.09,116.29,309
40.1,116.29,310
40.1,116.28,311
40.11,116.27,312
40.12,116.27,313
40.12,116.26,314
40.12,116.25,315
40.12,116.24,316
40.12,116.23,317
40.12,116.22,318
40.12,116.21,319
40.12,116.2,320
40.12,116.19,321
40.12,116.18,322
40.13,116.17,323
40.13,116.16,324
40.13,116.15,325
40.13,116.14,326
40.13,116.13,327
40.12,116.13,328
40.11,116.13,329
40.11,116.12,330
40.11,116.11,331
40.11,116.1,332
40.1,116.09,333
40.1,116.1,334
40.09,116.1,335
40.09,116.09,336
40.09,116.08,337
40.1,116.08,338
40.1,116.07,339
40.11,116.09,340
40.1,116.11,341
40.09,116.11,342
40.09,116.12,343
40.08,116.12,344
40.08,116.11,345
40.09,116.13,346
40.1,116.13,347
40.14,116.13,348
40.11,116.28,349
40.07,116.32,350
40.07,116.3,351
40.06,116.3,352
40.05,116.3,353
40.04,116.31,354
40.03,116.31,355
39.93,116.32,356
39.93,116.33,357
39.92,116.33,358
39.91,116.33,359
39.9,116.32,360
39.91,116.32,361
40.06,116.59,362
40.07,116.59,363
39.98,116.36,364
39.97,116.36,365
39.96,116.36,366
39.96,116.37,367
40.02,116.3,368
40.02,116.29,369
40.01,116.28,370
40.02,116.28,371
40.03,116.27,372
40.04,116.26,373
40.04,116.25,374
40.05,116.25,375
40.06,116.24,376
40.07,116.24,377
40.08,116.23,378
40.08,116.24,379
40.02,116.27,380
40.0,116.25,381
40.0,116.24,382
40.0,116.23,383
40.0,116.22,384
39.99,116.22,385
39.99,116.21,386
39.99,116.2,387
40.0,116.2,388
40.0,116.19,389
40.01,116.19,390
40.0,116.18,391
40.0,116.17,392
40.0,116.16,393
40.0,116.15,394
39.99,116.15,395
39.99,116.16,396
39.99,116.17,397
39.99,116.19,398
40.07,116.33,399
40.07,116.34,400
40.08,116.34,401
40.06,116.29,402
40.03,116.32,403
39.98,116.39,404
39.97,116.35,405
40.04,116.3,406
39.97,116.37,407
39.97,116.39,408
39.97,116.4,409
39.97,116.41,410
39.97,116.42,411
39.97,116.43,412
39.96,116.44,413
39.96,116.43,414
39.96,116.42,415
39.95,116.44,416
39.96,116.31,417
39.96,116.3,418
39.97,116.3,419
39.9,116.22,420
39.91,116.19,421
39.91,116.18,422
39.92,116.18,423
39.93,116.18,424
39.93,116.19,425
39.94,116.19,426
39.95,116.19,427
39.95,116.18,428
39.96,116.18,429
39.96,116.17,430
39.91,116.36,431
39.9,116.31,432
39.9,116.3,433
39.9,116.29,434
39.9,116.28,435
39.9,116.25,436
39.88,116.26,437
39.89,116.26,438
39.92,116.19,439
39.93,116.2,440
39.94,116.2,441
39.92,116.17,442
39.92,116.16,443
39.92,116.15,444
39.92,116.14,445
39.93,116.14,446
39.93,116.13,447
39.94,116.12,448
39.94,116.11,449
39.93,116.11,450
39.92,116.11,451
39.91,116.11,452
39.9,116.1,453
39.89,116.1,454
39.89,116.11,455
39.89,116.12,456
39.89,116.13,457
39.89,116.15,458
39.89,116.16,459
39.89,116.17,460
39.89,116.18,461
39.94,116.36,462
39.91,116.34,463
40.0,116.37,464
40.0,116.36,465
39.91,116.3,466
39.91,116.29,467
39.91,116.28,468
39.91,116.26,469
39.91,116.25,470
39.91,116.24,471
39.91,116.23,472
39.91,116.22,473
39.92,116.37,474
39.89,116.38,475
39.93,116.4,476
39.93,116.41,477
39.93,116.42,478
39.93,116.43,479
39.93,116.44,480
39.93,116.45,481
39.93,116.46,482
39.94,116.46,483
39.91,116.44,484
39.91,116.45,485
39.9,116.44,486
39.9,116.46,487
39.9,116.45,488
39.93,116.47,489
39.91,116.46,490
39.88,116.3,491
39.89,116.65,492
39.89,116.66,493
39.88,116.66,494
39.88,116.65,495
39.9,116.63,496
39.88,116.34,497
39.87,116.34,498
39.86,116.34,499
39.85,116.34,500
39.84,116.34,501
39.83,116.34,502
39.82,116.34,503
39.81,116.34,504
39.8,116.34,505
39.79,116.34,506
39.78,116.34,507
39.79,116.35,508
39.84,116.35,509
39.84,116.36,510
39.85,116.36,511
39.86,116.36,512
39.87,116.36,513
39.87,116.35,514
39.92,116.4,515
39.89,116.41,516
40.05,116.29,517
39.89,116.37,518
40.01,116.2,519
39.95,116.36,520
40.0,116.4,521
40.01,116.4,522
40.02,116.4,523
40.03,116.4,524
40.04,116.41,525
40.05,116.41,526
40.06,116.41,527
40.06,116.4,528
40.07,116.4,529
40.04,116.4,530
40.0,116.39,531
40.0,116.38,532
39.96,116.47,533
39.95,116.48,534
39.94,116.48,535
39.93,116.48,536
39.92,116.48,537
39.95,116.4,538
39.95,116.39,539
39.95,116.38,540
39.83,116.29,541
39.84,116.29,542
40.07,116.36,543
40.07,116.37,544
40.06,116.39,545
40.05,116.4,546
40.04,116.42,547
40.04,116.43,548
40.04,116.44,549
40.03,116.45,550
39.98,116.43,551
40.08,116.6,552
39.96,116.45,553
39.95,116.45,554
39.92,116.46,555
39.92,116.45,556
39.86,116.44,557
39.86,116.41,558
39.86,116.4,559
39.86,116.39,560
39.86,116.38,561
39.86,116.37,562
39.85,116.35,563
39.77,116.34,564
39.76,116.34,565
39.76,116.33,566
39.75,116.33,567
39.74,116.33,568
39.73,116.33,569
39.73,116.34,570
39.72,116.34,571
39.72,116.35,572
39.71,116.35,573
39.71,116.36,574
39.72,116.36,575
39.92,116.51,576
39.92,116.52,577
39.92,116.53,578
39.9,116.6,579
39.92,116.55,580
39.92,116.54,581
39.94,116.57,582
39.88,116.38,583
39.88,116.39,584
39.89,116.4,585
39.88,116.41,586
39.88,116.42,587
39.89,116.44,588
39.87,116.41,589
39.87,116.42,590
39.92,116.39,591
39.92,116.38,592
39.89,116.43,593
40.0,116.35,594
40.01,116.35,595
40.03,116.35,596
40.13,116.26,597
40.14,116.26,598
40.14,116.25,599
40.15,116.25,600
40.16,116.24,601
40.17,116.24,602
40.18,116.23,603
40.19,116.23,604
40.2,116.22,605
40.21,116.22,606
40.22,116.22,607
40.22,116.23,608
40.22,116.24,609
40.22,116.25,610
40.22,116.26,611
40.21,116.24,612
40.01,116.36,613
39.9,116.43,614
39.87,116.4,615
39.87,116.39,616
39.87,116.37,617
39.85,116.33,618
39.85,116.31,619
39.85,116.29,620
39.84,116.27,621
39.83,116.27,622
39.81,116.27,623
39.79,116.27,624
39.75,116.3,625
39.73,116.31,626
39.71,116.34,627
39.69,116.36,628
39.67,116.38,629
39.66,116.41,630
39.64,116.44,631
39.63,116.46,632
39.65,116.44,633
39.8,116.27,634
39.82,116.27,635
39.85,116.3,636
39.85,116.32,637
39.87,116.38,638
39.92,116.29,639
39.94,116.29,640
39.95,116.29,641
39.96,116.29,642
39.99,116.28,643
39.99,116.45,644
40.01,116.37,645
40.18,116.24,646
40.19,116.24,647
40.19,116.25,648
40.2,116.23,649
40.17,116.23,650
40.06,116.31,651
40.05,116.31,652
40.06,116.38,653
40.03,116.41,654
40.02,116.41,655
40.01,116.41,656
40.0,116.41,657
40.07,116.35,658
40.05,116.42,659
39.95,116.31,660
39.95,116.3,661
39.94,116.3,662
39.93,116.3,663
39.89,116.29,664
39.88,116.35,665
39.88,116.36,666
40.0,116.45,667
40.0,116.46,668
40.06,116.35,669
39.93,116.31,670
39.94,116.43,671
39.94,116.42,672
39.92,116.42,673
39.95,116.42,674
39.96,116.41,675
39.76,116.28,676
39.71,116.33,677
39.7,116.35,678
39.68,116.37,679
39.67,116.39,680
39.66,116.42,681
40.09,116.58,682
39.98,116.4,683
39.96,116.4,684
39.95,116.41,685
39.95,116.43,686
39.92,116.41,687
39.96,116.28,688
39.95,116.26,689
39.95,116.25,690
39.95,116.24,691
39.95,116.23,692
39.95,116.22,693
39.92,116.28,694
39.87,116.25,695
39.93,116.24,696
39.86,116.23,697
39.93,116.54,698
39.92,116.24,699
39.76,116.31,700
39.76,116.32,701
39.75,116.32,702
39.74,116.32,703
39.74,116.31,704
39.74,116.3,705
39.74,116.29,706
39.74,116.28,707
39.73,116.29,708
40.09,116.59,709
40.09,116.49,710
40.07,116.48,711
40.12,116.17,712
40.03,116.33,713
40.03,116.39,714
40.03,116.37,715
40.02,116.36,716
39.89,116.3,717
39.87,116.31,718
39.87,116.32,719
39.87,116.33,720
39.86,116.33,721
39.86,116.32,722
39.88,116.37,723
39.85,116.47,724
40.07,116.29,725
40.08,116.28,726
40.1,116.27,727
40.13,116.25,728
40.15,116.24,729
40.16,116.22,730
40.17,116.21,731
40.18,116.2,732
40.18,116.19,733
40.19,116.19,734
40.19,116.2,735
40.19,116.21,736
40.18,116.22,737
40.18,116.21,738
40.21,116.23,739
40.08,116.31,740
39.87,116.3,741
39.86,116.3,742
39.86,116.31,743
39.86,116.29,744
40.08,116.29,745
40.09,116.28,746
40.19,116.18,747
40.2,116.18,748
40.21,116.17,749
40.22,116.15,750
40.23,116.12,751
40.23,116.11,752
40.24,116.12,753
40.24,116.13,754
40.25,116.13,755
40.26,116.12,756
40.26,116.11,757
40.27,116.1,758
40.27,116.09,759
40.28,116.08,760
40.28,116.07,761
40.29,116.07,762
40.3,116.06,763
40.31,116.05,764
40.31,116.04,765
40.32,116.04,766
40.33,116.03,767
40.34,116.03,768
40.34,116.02,769
40.35,116.01,770
40.34,116.01,771
40.36,116.0,772
40.36,115.99,773
40.36,115.98,774
40.36,115.97,775
40.36,115.96,776
40.37,115.95,777
40.37,115.93,778
40.38,115.92,779
40.39,115.92,780
40.4,115.93,781
40.42,115.94,782
40.43,115.96,783
40.43,115.97,784
40.43,115.98,785
40.44,115.98,786
40.42,115.95,787
40.41,115.93,788
40.4,115.92,789
40.35,116.02,790
40.33,116.04,791
40.3,116.05,792
40.28,116.09,793
40.25,116.12,794
39.76,116.29,795
39.72,116.32,796
39.7,116.34,797
39.67,116.4,798
39.65,116.42,799
39.65,116.43,800
39.68,116.38,801
39.73,116.32,802
39.88,116.31,803
39.97,115.98,804
39.96,115.98,805
39.95,115.98,806
39.95,115.97,807
39.94,115.98,808
39.94,115.99,809
39.93,115.99,810
39.93,116.0,811
39.93,116.01,812
39.93,116.02,813
39.93,116.03,814
39.93,116.04,815
39.93,116.05,816
39.93,116.06,817
39.93,116.07,818
39.94,116.07,819
39.94,116.08,820
39.84,116.21,821
39.84,116.2,822
39.83,116.2,823
39.82,116.2,824
39.81,116.2,825
39.81,116.19,826
39.81,116.18,827
39.8,116.17,828
39.81,116.17,829
39.81,116.16,830
39.81,116.15,831
39.81,116.14,832
39.82,116.21,833
39.83,116.21,834
39.88,116.28,835
39.88,116.29,836
39.89,116.31,837
40.07,116.23,838
40.07,116.21,839
40.07,116.2,840
40.07,116.19,841
40.07,116.18,842
40.07,116.16,843
40.07,116.14,844
40.07,116.13,845
40.08,116.13,846
40.08,116.09,847
40.07,116.15,848
40.07,116.17,849
40.07,116.22,850
40.05,116.26,851
40.05,116.27,852
40.05,116.28,853
40.04,116.32,854
39.93,116.17,855
39.93,116.16,856
39.94,116.17,857
39.95,116.17,858
39.96,116.16,859
39.97,116.17,860
39.98,116.17,861
39.97,116.16,862
39.96,116.15,863
39.96,116.14,864
39.95,116.13,865
39.96,116.13,866
39.95,116.12,867
39.94,116.13,868
39.94,116.14,869
39.94,116.15,870
39.93,116.15,871
39.97,116.29,872
40.03,116.26,873
39.9,116.61,874
39.91,116.63,875
39.9,116.64,876
39.89,116.64,877
39.88,116.67,878
39.87,116.68,879
39.87,116.69,880
39.87,116.7,881
39.86,116.71,882
39.86,116.72,883
39.86,116.73,884
39.85,116.74,885
39.85,116.75,886
39.84,116.76,887
39.84,116.77,888
39.83,116.77,889
39.82,116.77,890
39.81,116.77,891
39.8,116.78,892
39.79,116.78,893
39.78,116.78,894
39.78,116.79,895
39.77,116.78,896
39.77,116.79,897
39.76,116.78,898
39.75,116.78,899
39.74,116.78,900
39.74,116.79,901
39.73,116.78,902
39.72,116.78,903
39.71,116.78,904
39.7,116.78,905
39.69,116.77,906
39.68,116.77,907
39.67,116.77,908
39.67,116.78,909
39.66,116.78,910
39.65,116.78,911
39.64,116.78,912
39.63,116.78,913
39.63,116.73,914
39.64,116.72,915
39.64,116.7,916
39.65,116.68,917
39.66,116.67,918
39.67,116.66,919
39.68,116.65,920
39.69,116.63,921
39.71,116.62,922
39.72,116.6,923
39.73,116.59,924
39.74,116.57,925
39.76,116.56,926
39.77,116.55,927
39.79,116.53,928
39.8,116.52,929
39.81,116.51,930
39.82,116.5,931
39.82,116.49,932
39.84,116.48,933
39.86,116.26,934
39.85,116.39,935
39.84,116.39,936
39.83,116.39,937
39.83,116.4,938
39.82,116.4,939
39.81,116.4,940
39.8,116.4,941
39.8,116.39,942
39.8,116.38,943
39.8,116.37,944
39.79,116.38,945
39.78,116.38,946
40.0,116.42,947
40.03,116.3,948
40.04,116.29,949
39.92,116.47,950
39.72,116.33,951
39.64,116.45,952
39.69,116.35,953
39.66,116.4,954
39.9,116.48,955
39.9,116.49,956
39.9,116.5,957
39.9,116.51,958
39.9,116.52,959
39.9,116.53,960
39.9,116.54,961
39.9,116.55,962
39.9,116.56,963
40.07,116.57,964
39.9,116.57,965
39.63,116.06,966
39.64,116.08,967
39.66,116.09,968
39.67,116.1,969
39.69,116.11,970
39.71,116.13,971
39.72,116.14,972
39.73,116.14,973
39.73,116.15,974
39.74,116.15,975
39.75,116.16,976
39.78,116.18,977
39.79,116.19,978
39.8,116.18,979
39.82,116.16,980
39.83,116.16,981
39.84,116.17,982
39.86,116.17,983
39.87,116.17,984
39.88,116.17,985
39.89,116.19,986
39.89,116.22,987
39.89,116.24,988
39.89,116.25,989
39.89,116.28,990
39.89,116.32,991
40.07,116.6,992
40.06,116.6,993
40.12,116.59,994
40.18,116.63,995
40.22,116.7,996
40.22,116.81,997
40.18,116.89,998
40.1,116.89,999
40.01,116.87,1000
39.92,116.87,1001
39.82,116.89,1002
39.72,116.9,1003
39.89,116.33,1004
39.83,116.33,1005
39.8,116.32,1006
39.77,116.31,1007
39.63,116.07,1008
39.68,116.11,1009
39.69,116.12,1010
39.76,116.17,1011
39.89,116.23,1012
39.9,116.4,1013
39.75,116.29,1014
40.04,116.59,1015
40.04,116.6,1016
39.63,116.82,1017
39.64,116.8,1018
39.65,116.79,1019
39.67,116.76,1020
39.7,116.74,1021
39.73,116.71,1022
39.75,116.68,1023
39.77,116.65,1024
39.79,116.62,1025
39.81,116.6,1026
39.82,116.59,1027
39.83,116.56,1028
39.83,116.53,1029
39.85,116.17,1030
39.83,116.17,1031
39.82,116.17,1032
39.8,116.19,1033
39.77,116.18,1034
39.7,116.13,1035
40.07,116.61,1036
40.06,116.61,1037
39.85,116.48,1038
39.85,116.46,1039
39.84,116.49,1040
39.82,116.58,1041
39.8,116.62,1042
39.74,116.68,1043
39.72,116.72,1044
39.69,116.75,1045
39.63,116.81,1046
40.22,116.21,1047
40.23,116.21,1048
40.24,116.21,1049
40.25,116.21,1050
40.26,116.21,1051
40.27,116.21,1052
40.27,116.2,1053
40.26,116.19,1054
40.26,116.2,1055
39.63,116.45,1056
40.16,116.23,1057
40.2,116.17,1058
40.21,116.15,1059
40.22,116.13,1060
40.37,115.94,1061
40.43,115.95,1062
40.24,116.11,1063
40.22,116.14,1064
40.21,116.16,1065
40.14,116.24,1066
39.84,116.33,1067
39.82,116.32,1068
39.81,116.32,1069
39.79,116.31,1070
39.78,116.31,1071
40.08,116.32,1072
40.08,116.33,1073
40.09,116.34,1074
40.09,116.35,1075
40.09,116.36,1076
40.1,116.36,1077
40.1,116.37,1078
40.2,116.24,1079
40.2,116.25,1080
40.23,116.26,1081
40.24,116.26,1082
40.24,116.27,1083
40.24,116.28,1084
40.25,116.28,1085
40.15,116.23,1086
40.21,116.19,1087
40.22,116.2,1088
40.23,116.22,1089
40.23,116.23,1090
40.23,116.24,1091
40.23,116.25,1092
40.23,116.27,1093
40.24,116.29,1094
40.23,116.29,1095
40.23,116.3,1096
40.23,116.31,1097
40.22,116.31,1098
40.22,116.32,1099
40.22,116.33,1100
40.22,116.34,1101
40.23,116.35,1102
40.23,116.36,1103
40.23,116.37,1104
40.23,116.39,1105
40.23,116.4,1106
40.24,116.41,1107
40.24,116.43,1108
40.24,116.44,1109
40.24,116.45,1110
40.24,116.46,1111
40.25,116.47,1112
40.25,116.48,1113
40.26,116.49,1114
40.27,116.5,1115
40.27,116.51,1116
40.28,116.52,1117
40.29,116.52,1118
40.3,116.53,1119
40.31,116.53,1120
40.31,116.54,1121
40.32,116.54,1122
40.32,116.55,1123
40.33,116.56,1124
40.34,116.57,1125
40.35,116.58,1126
40.35,116.59,1127
40.35,116.6,1128
40.35,116.61,1129
40.35,116.62,1130
40.36,116.63,1131
40.36,116.64,1132
40.36,116.65,1133
40.37,116.65,1134
40.38,116.66,1135
40.38,116.67,1136
40.39,116.68,1137
40.4,116.68,1138
40.4,116.69,1139
40.41,116.69,1140
40.41,116.68,1141
40.39,116.67,1142
40.35,116.64,1143
40.34,116.64,1144
40.33,116.64,1145
40.33,116.65,1146
40.32,116.65,1147
40.31,116.64,1148
40.3,116.63,1149
40.29,116.62,1150
40.28,116.61,1151
40.27,116.62,1152
40.26,116.62,1153
40.25,116.63,1154
40.24,116.63,1155
40.23,116.64,1156
40.22,116.64,1157
40.21,116.64,1158
40.19,116.64,1159
40.18,116.64,1160
40.17,116.64,1161
40.16,116.64,1162
40.15,116.64,1163
40.14,116.64,1164
40.13,116.64,1165
40.12,116.64,1166
40.11,116.64,1167
40.1,116.64,1168
40.09,116.65,1169
40.07,116.65,1170
40.06,116.65,1171
40.05,116.66,1172
40.03,116.66,1173
40.02,116.67,1174
40.02,116.68,1175
40.01,116.68,1176
40.0,116.68,1177
39.99,116.68,1178
39.98,116.68,1179
39.97,116.67,1180
39.96,116.66,1181
39.95,116.65,1182
39.9,116.62,1183
39.89,116.61,1184
39.89,116.6,1185
39.9,116.59,1186
39.9,116.58,1187
40.17,116.22,1188
39.85,116.41,1189
39.95,116.47,1190
40.07,116.41,1191
40.08,116.36,1192
40.11,116.38,1193
40.16,116.4,1194
40.2,116.42,1195
40.22,116.44,1196
40.22,116.45,1197
40.21,116.45,1198
40.21,116.46,1199
40.21,116.47,1200
39.92,116.43,1201
39.92,116.44,1202
39.94,116.44,1203
39.94,116.4,1204
40.02,116.37,1205
40.05,116.36,1206
40.06,116.49,1207
40.06,116.5,1208
40.05,116.51,1209
40.04,116.52,1210
40.04,116.54,1211
40.04,116.55,1212
40.02,116.61,1213
40.02,116.62,1214
40.02,116.63,1215
40.03,116.64,1216
40.03,116.65,1217
40.04,116.67,1218
40.04,116.68,1219
40.04,116.7,1220
40.03,116.72,1221
40.03,116.73,1222
40.03,116.75,1223
40.03,116.76,1224
40.04,116.78,1225
40.04,116.79,1226
40.05,116.81,1227
40.05,116.82,1228
40.05,116.84,1229
40.06,116.85,1230
40.06,116.87,1231
40.06,116.89,1232
40.06,116.91,1233
40.06,116.92,1234
40.06,116.94,1235
40.06,116.96,1236
40.06,116.97,1237
40.06,116.99,1238
40.07,117.01,1239
40.07,117.02,1240
40.08,117.04,1241
40.08,117.05,1242
40.09,117.07,1243
40.09,117.09,1244
40.09,117.1,1245
40.1,117.12,1246
40.11,117.13,1247
40.12,117.14,1248
40.13,117.14,1249
40.13,117.15,1250
40.12,117.16,1251
40.13,117.16,1252
40.14,117.16,1253
40.14,117.17,1254
40.14,117.18,1255
40.14,117.19,1256
40.14,117.2,1257
40.13,117.2,1258
40.13,117.19,1259
40.13,117.18,1260
40.13,117.17,1261
40.11,117.12,1262
40.1,117.11,1263
40.09,117.08,1264
40.06,117.0,1265
40.06,116.98,1266
40.06,116.95,1267
40.06,116.93,1268
40.06,116.9,1269
40.03,116.71,1270
40.02,116.64,1271
40.04,116.56,1272
40.04,116.53,1273
40.02,116.47,1274
40.01,116.49,1275
39.99,116.5,1276
39.98,116.5,1277
39.97,116.5,1278
39.96,116.5,1279
39.95,116.5,1280
39.94,116.5,1281
39.93,116.5,1282
39.92,116.5,1283
39.89,116.48,1284
39.88,116.48,1285
39.87,116.48,1286
39.87,116.49,1287
39.87,116.5,1288
39.87,116.51,1289
39.87,116.53,1290
39.87,116.54,1291
39.87,116.56,1292
39.87,116.57,1293
39.87,116.58,1294
39.86,116.6,1295
39.86,116.62,1296
39.85,116.64,1297
39.84,116.66,1298
39.84,116.67,1299
39.84,116.68,1300
39.83,116.7,1301
39.83,116.72,1302
39.82,116.74,1303
39.82,116.76,1304
39.8,116.79,1305
39.8,116.81,1306
39.8,116.83,1307
39.8,116.85,1308
39.8,116.87,1309
39.8,116.89,1310
39.8,116.91,1311
39.8,116.93,1312
39.8,116.95,1313
39.8,116.98,1314
39.8,116.99,1315
39.79,117.01,1316
39.79,117.02,1317
39.78,117.04,1318
39.78,117.06,1319
39.79,117.09,1320
39.78,117.11,1321
39.78,117.13,1322
39.79,117.15,1323
39.78,117.17,1324
39.78,117.19,1325
39.96,116.39,1326
39.96,116.38,1327
40.17,116.13,1328
40.16,116.13,1329
40.15,116.13,1330
40.12,116.15,1331
40.11,116.15,1332
40.1,116.15,1333
40.09,116.15,1334
40.08,116.15,1335
39.94,116.41,1336
39.97,116.44,1337
39.97,116.45,1338
40.13,116.48,1339
40.15,116.49,1340
40.15,116.51,1341
40.15,116.53,1342
40.14,116.54,1343
40.14,116.55,1344
40.15,116.54,1345
40.13,116.55,1346
40.12,116.55,1347
40.11,116.55,1348
40.1,116.54,1349
40.11,116.56,1350
40.02,116.44,1351
40.02,116.42,1352
40.02,116.39,1353
40.02,116.38,1354
40.04,116.36,1355
40.03,116.36,1356
40.01,116.38,1357
40.02,116.43,1358
40.15,116.5,1359
40.15,116.52,1360
40.15,116.55,1361
39.96,116.46,1362
39.96,116.48,1363
